system,workload,autocorrelation
x264,Johnny_1280x720_60_short,0.24875897347057338
x264,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short,0.2523660001427281
x264,blue_sky_1080p25_short,0.24729967347705573
x264,pedestrian_area_1080p25_short,0.2469304322686197
x264,riverbed_1080p25_short,0.21144049105760665
x264,sd_bridge_close_cif_short,0.26897022843198304
x264,sd_city_4cif_short,0.2055501223181367
x264,sd_crew_cif_short,0.22693718207693253
x264,sintel_trailer_2k_720p24_short,0.34968667385850216
