system,workload,autocorrelation
batlik,corona,0.6765880383576293
batlik,cranium,0.7321721941073774
batlik,cubus,0.7876659810338035
batlik,flame,0.8241443584667779
batlik,france,0.7384444647823831
batlik,frisco,0.725137840494079
batlik,jelly,0.6608746823541854
batlik,karte,0.728277112479622
batlik,mandelbrot,0.698330542685966
batlik,strawberry,0.7348128101016007
batlik,village,0.6400552130617173
