system,workload,autocorrelation
lrzip,ambivert,-0.020704066556751506
lrzip,artificl,0.19239895160844095
lrzip,deepfield,-0.01680863060864053
lrzip,enwik8,-0.03940892784812509
lrzip,fannie_mae_500k,-0.03366863945174279
lrzip,large,0.007016746122623221
lrzip,misc,0.17978635445734747
lrzip,silesia,-0.0013823881660605586
lrzip,uiq2-4,-0.018328366753243532
lrzip,uiq2-8,-0.0456087537457561
lrzip,uiq2-16,-0.023140617083309202
lrzip,uiq-32,0.021957529817799432
lrzip,vmlinux-5,0.00016997255099767238
