system,workload,autocorrelation
xz,ambivert,0.6085007104861673
xz,artificl,0.2053170930152704
xz,deepfield,0.62382502507959
xz,enwik8,0.45016909649336784
xz,fannie_mae_500k,0.6494045666545879
xz,large,0.5810705029387311
xz,misc,0.4861177571211868
xz,silesia,0.6032556467027347
xz,uiq2-4,0.6419772458991065
xz,uiq2-8,0.6309691997663817
xz,uiq2-16,0.6629472550888784
xz,uiq-32,0.5752093205558858
xz,vmlinux-5,0.6703454544525107
