system,workload,NoRes_0,NoRes_1,Downmix_0,Downmix_1,Freeformat_0,Freeformat_1,Stereo_0,Stereo_1,CRC_0,CRC_1,SwapBytes_0,SwapBytes_1,Resampling_44,Resampling_48,Resampling_22,Resampling_8,CBR_8,CBR_160,CBR_320,VBRRange_0,VBRRange_2,VBRRange_1,MPEGMode_1,MPEGMode_2,MPEGMode_3,MPEGMode_4
jump3r,beethoven,0.4270265655203808,0.4556156530855214,0.30276535561125767,0.30538393062735725,0.4408846687953575,0.343358112196484,0.2561526727637424,0.270336739814498,0.21234703082017736,0.19996040165679557,0.16900228855832258,0.13015535584579982,0.6616680055689634,0.25957006138892674,0.2066299420077907,0.29255645638775524,0.3909607498149588,0.40785500643730727,0.28448357796474627,0.29550944779584987,0.2325835470616252,0.371228799520704,0.23106806678770472,0.2203550768615739,0.28605150798629314,0.24748616646542515
jump3r,dual-channel,0.3669718277353402,0.35029209831193586,0.2450488404005434,0.24025900313785253,0.29196498533963644,0.05328854087824816,0.19777699957040631,0.18861287581587816,0.1925654122494115,0.18702845556751854,0.12563062767189262,0.12067934649259593,0.3622571264966328,0.17868133697519867,0.20654167008538238,0.2732538983619695,0.25189243615894746,0.3967939571803697,0.23503562521922028,0.27268002201112684,0.14741380850087504,0.28314141699955203,0.10038112670989116,0.10414709351470636,0.1641836798085364,0.20938961652076354
jump3r,helix,0.41232822674671804,0.3355152308491154,0.2707215560612488,0.28355048951176115,0.24698407066489392,0.1734712189234634,0.20838883142373263,0.20038645388078108,0.19012252348039044,0.18847624275698766,0.11769169543568393,0.16796485117908966,0.34137889017394013,0.16312469591322218,0.18209208003095836,0.2600219148264114,0.27751998853427134,0.2758339408900949,0.3187281426876635,0.19652717129193895,0.19231620360805024,0.2182429958741691,0.17652845190110095,0.1837766176236448,0.21205150438652964,0.21425459981699269
jump3r,single-channel,0.456752809970642,0.3935855188118587,0.2854145508002566,0.26894924590512853,0.4369633456746025,0.30520264453342233,0.24371747519287182,0.21718354177631816,0.1982025993706072,0.161211340000114,0.14613714039036868,0.12930207677988007,0.45299570050319227,0.30463958599995333,0.22621757141125523,0.3121698596916884,0.3386496406954486,0.3372519510968267,0.25281936074328765,0.26830616388664086,0.22510666408713373,0.3399826535355655,0.17921206283086058,0.21303766720072048,0.2589963749614819,0.20967265656118797
jump3r,speech,0.4199482421557914,0.4304167585546676,0.3116170558218356,0.28899500720366667,0.36318930271192273,0.3258610803609006,0.2571924422042457,0.2471530389971231,0.22907814467575516,0.17115600772303632,0.16098730254571061,0.14302806815479968,0.4034522644076357,0.365938075521157,0.24659299168971197,0.30795381406371214,0.2919252284378987,0.3816588886046785,0.22993797180597855,0.2399692335056524,0.2646520141850711,0.3018516376391322,0.21179621311819163,0.21133629918945762,0.23765844256589375,0.22314655716736453
jump3r,sweep,0.4271088147745875,0.4845631742879532,0.31923134192366603,0.2930347187541112,0.3806225263688658,0.3145684083496532,0.24954449679311508,0.2525733041999367,0.2285553270646282,0.17811617760589868,0.17115862321995376,0.11469583685923193,0.3174493368650255,0.30956396420918847,0.17825423884696923,0.3364840821507396,0.40596363656263584,0.23051565496395962,0.27622068158510477,0.30599954456712597,0.2888433914107217,0.34184730289391496,0.21429761214226897,0.22625944565045036,0.24976872859521287,0.20721902360766897
