system,workload,autocorrelation
jump3r,beethoven,0.41684008356083796
jump3r,dual-channel,0.3642869222428583
jump3r,helix,0.38323068395504306
jump3r,single-channel,0.40193253060125955
jump3r,speech,0.42764703454443614
jump3r,sweep,0.4380894227479298
